# Species	Genes	Alg.-Conn.	GCF_000007045.1	GCF_000014365.1	GCF_000018965.1	GCF_000018985.1	GCF_000019005.1	GCF_000019025.1	GCF_000019265.1	GCF_000019825.1	GCF_000019985.1	GCF_000196595.1
10	10	0.904	NP_358472.1	WP_000654897.1	WP_000654900.1	WP_000654890.1	WP_000654877.1	WP_000654886.1	WP_000654893.1	WP_000654885.1	WP_000654903.1	WP_000654886.1
10	10	0.894	NP_357725.1	WP_000655051.1	WP_000655040.1	WP_000655047.1	WP_000655036.1	WP_000655068.1	WP_000655066.1	WP_000655058.1	WP_000655041.1	WP_000655068.1
10	10	0.842	NP_359272.1	WP_000651443.1	WP_000655202.1	WP_000651443.1	WP_000651443.1	WP_000872567.1	WP_000651443.1	WP_000655202.1	WP_000655202.1	WP_000872566.1
9	9	0.513	NP_359232.1	WP_000656286.1	WP_000656286.1	WP_000656286.1	WP_000656282.1	WP_000656283.1	WP_000656282.1	WP_000656287.1	*	WP_000656283.1
10	10	0.885	NP_358024.1	WP_000656519.1	WP_000656550.1	WP_000656549.1	WP_000656547.1	WP_000656522.1	WP_000656523.1	WP_000656545.1	WP_000656555.1	WP_000656522.1
10	10	0.895	NP_357891.1	WP_011681775.1	WP_000657053.1	WP_000657062.1	WP_000657096.1	WP_000657033.1	WP_000657099.1	WP_000657050.1	WP_000657078.1	WP_000657046.1
7	7	0.892	*	*	WP_000657776.1	WP_000657761.1	*	WP_000657768.1	WP_000657761.1	WP_000657764.1	WP_000657761.1	WP_000657768.1
10	10	0.916	NP_358405.1	WP_000680766.1	WP_000680760.1	WP_000680766.1	WP_000680766.1	WP_000680766.1	WP_000680765.1	WP_000680762.1	WP_000680767.1	WP_000680766.1
9	9	0.913	*	WP_000658227.1	WP_000658225.1	WP_000658226.1	WP_000658226.1	WP_000658227.1	WP_000658227.1	WP_000658227.1	WP_000658228.1	WP_000658226.1
10	10	0.879	NP_357861.1	WP_000658410.1	WP_000658393.1	WP_000658392.1	WP_000658415.1	WP_000657456.1	WP_000658425.1	WP_000658414.1	WP_000658419.1	WP_000658397.1
10	10	0.902	NP_359495.1	WP_000658498.1	WP_000658498.1	WP_000658498.1	WP_000658497.1	WP_000658498.1	WP_000658498.1	WP_000658490.1	WP_000658494.1	WP_000658498.1
10	10	0.9	NP_359227.1	WP_000658684.1	WP_000658684.1	WP_000658684.1	WP_000658716.1	WP_000658682.1	WP_000658684.1	WP_000658716.1	WP_000658684.1	WP_000658682.1
10	10	0.907	NP_358037.1	WP_000659547.1	WP_000659547.1	WP_000659553.1	WP_000659547.1	WP_000659547.1	WP_000659547.1	WP_000659547.1	WP_000659553.1	WP_000659547.1
10	10	0.903	NP_359396.1	WP_000664448.1	WP_000660013.1	WP_000664448.1	WP_000660013.1	WP_000660013.1	WP_000664448.1	WP_000660015.1	WP_000660013.1	WP_000660013.1
9	9	0.703	NP_358190.1	WP_000660078.1	WP_000660078.1	*	WP_000660078.1	WP_000660078.1	WP_000660078.1	WP_000660078.1	WP_000660078.1	WP_000660078.1
10	10	0.898	NP_357859.1	WP_000660426.1	WP_000660429.1	WP_000660458.1	WP_000660452.1	WP_000660418.1	WP_000660465.1	WP_000660437.1	WP_000660715.1	WP_000660454.1
4	4	0.814	*	*	WP_000693352.1	*	WP_001847128.1	*	WP_000693352.1	WP_000692918.1	*	*
4	4	0.971	*	*	*	WP_000691261.1	*	*	WP_000691261.1	WP_000691261.1	WP_000691263.1	*
10	10	0.902	NP_359079.1	WP_000691400.1	WP_000691400.1	WP_000691400.1	WP_000691398.1	WP_000691408.1	WP_000691400.1	WP_000691400.1	WP_000691405.1	WP_000691400.1
10	10	0.902	NP_358021.1	WP_000691690.1	WP_000691683.1	WP_000691685.1	WP_000691674.1	WP_000691685.1	WP_000691683.1	WP_000691692.1	WP_000691685.1	WP_000691685.1
6	6	0.937	*	*	*	*	WP_000691751.1	WP_000691729.1	WP_000691747.1	WP_000691743.1	WP_000691733.1	WP_000691729.1
10	10	0.914	NP_359376.1	WP_000706962.1	WP_001819515.1	WP_000706963.1	WP_000706962.1	WP_000706963.1	WP_000691938.1	WP_000691938.1	WP_000706966.1	WP_000706960.1
10	10	0.902	NP_358811.1	WP_000692438.1	WP_000692438.1	WP_000692438.1	WP_000692438.1	WP_000692436.1	WP_000692438.1	WP_000692438.1	WP_000692438.1	WP_000692436.1
4	4	0.978	*	*	WP_000692848.1	*	WP_000692847.1	*	WP_000692845.1	WP_000692847.1	*	*
10	10	0.824	YP_008869152.1	WP_000693301.1	WP_000693288.1	WP_000693208.1	WP_000693286.1	WP_000693286.1	WP_000693288.1	WP_000692856.1	WP_000693286.1	WP_000693286.1
10	10	0.913	NP_357618.1	WP_000691236.1	WP_000691236.1	WP_000691236.1	WP_000691236.1	WP_000691236.1	WP_000691236.1	WP_000691236.1	WP_001828232.1	WP_000691236.1
10	10	0.841	NP_358807.2	WP_000693454.1	WP_000693457.1	WP_000693467.1	WP_000862488.1	WP_000693507.1	WP_000693481.1	WP_000693486.1	WP_000693458.1	WP_000693507.1
8	8	0.876	*	WP_000836795.1	WP_000836790.1	WP_000693430.1	*	WP_000836794.1	WP_000836791.1	WP_000693541.1	WP_000693430.1	WP_000836794.1
10	10	0.905	NP_357741.1	WP_000694507.1	WP_000694501.1	WP_000694501.1	WP_000694507.1	WP_000694501.1	WP_000694512.1	WP_000694514.1	WP_000694505.1	WP_000694512.1
10	10	0.904	NP_358626.1	WP_000697293.1	WP_000697313.1	WP_000697290.1	WP_000697313.1	WP_000697313.1	WP_000697287.1	WP_000697299.1	WP_000697295.1	WP_000697313.1
10	10	0.903	NP_358998.1	WP_000697775.1	WP_000697776.1	WP_000697794.1	WP_000697772.1	WP_000697775.1	WP_000697771.1	WP_000697775.1	WP_000697785.1	WP_000697775.1
10	10	0.9	NP_358122.1	WP_000697960.1	WP_000697960.1	WP_000697960.1	WP_000697960.1	WP_000697959.1	WP_000697960.1	WP_000697961.1	WP_000697960.1	WP_000697959.1
10	10	0.902	NP_357938.1	WP_000698434.1	WP_000698434.1	WP_000698432.1	WP_000698434.1	WP_000698433.1	WP_000698432.1	WP_000698432.1	WP_000698434.1	WP_000698434.1
10	10	0.901	NP_358356.1	WP_000699369.1	WP_000699371.1	WP_000699369.1	WP_000699369.1	WP_000699369.1	WP_000699369.1	WP_000699370.1	WP_000699369.1	WP_000699369.1
10	10	0.904	NP_359551.1	WP_000686962.1	WP_000686966.1	WP_000686962.1	WP_000686955.1	WP_000686983.1	WP_000686962.1	WP_000686963.1	WP_000686966.1	WP_000686983.1
10	10	0.898	NP_358597.1	WP_000681292.1	WP_000681287.1	WP_000681292.1	WP_000681286.1	WP_000681293.1	WP_000681292.1	WP_000681284.1	WP_000681292.1	WP_000681293.1
10	10	0.902	NP_359636.1	WP_000681597.1	WP_000681598.1	WP_000681598.1	WP_000681603.1	WP_000681597.1	WP_000681601.1	WP_000681602.1	WP_000681598.1	WP_000681597.1
10	10	0.899	NP_358809.1	WP_000681715.1	WP_000681707.1	WP_000681696.1	WP_000681691.1	WP_000876327.1	WP_000681708.1	WP_000681704.1	WP_000681691.1	WP_000876327.1
10	10	0.899	NP_359195.1	WP_000682678.1	WP_000828783.1	WP_000828659.1	WP_000828787.1	WP_000828783.1	WP_000828790.1	WP_000682676.1	WP_000828789.1	WP_000828783.1
7	7	0.903	NP_357953.1	WP_000682974.1	WP_000682980.1	WP_000682962.1	*	*	WP_000682965.1	WP_000682977.1	WP_000682977.1	*
10	10	0.897	NP_357883.1	WP_000684777.1	WP_000684786.1	WP_000684777.1	WP_000684777.1	WP_000684781.1	WP_000684777.1	WP_000684786.1	WP_000684777.1	WP_000684785.1
10	10	0.909	NP_358820.1	WP_000686417.1	WP_000686389.1	WP_000686390.1	WP_000686390.1	WP_000686401.1	WP_000686420.1	WP_000686399.1	WP_000686410.1	WP_000686401.1
10	10	0.901	NP_358281.1	WP_000686926.1	WP_000686921.1	WP_000686913.1	WP_000686923.1	WP_000686921.1	WP_000686921.1	WP_000686921.1	WP_000686926.1	WP_000686921.1
10	10	0.895	NP_358054.1	WP_000653770.1	WP_000653767.1	WP_000653774.1	WP_000653769.1	WP_000653752.1	WP_000653766.1	WP_000653771.1	WP_000653779.1	WP_000653752.1
10	10	0.902	NP_358625.1	WP_000687070.1	WP_000687019.1	WP_000687033.1	WP_000687070.1	WP_000687070.1	WP_000687070.1	WP_000687063.1	WP_000687061.1	WP_000687070.1
10	10	0.909	NP_357878.1	WP_000688713.1	WP_000688715.1	WP_000688757.1	WP_000688757.1	WP_000688751.1	WP_000688744.1	WP_000688703.1	WP_000688757.1	WP_000688726.1
10	10	0.899	NP_358985.1	WP_000689596.1	WP_000689596.1	WP_000689596.1	WP_000689594.1	WP_000689600.1	WP_000689596.1	WP_000689596.1	WP_000689596.1	WP_000689600.1
10	10	0.902	NP_358428.1	WP_000689711.1	WP_000689709.1	WP_000689705.1	WP_000689700.1	WP_000689709.1	WP_000689693.1	WP_000689697.1	WP_000689710.1	WP_000689706.1
10	10	0.897	NP_358488.1	WP_000689790.1	WP_000689777.1	WP_000689776.1	WP_000689786.1	WP_000689780.1	WP_000689764.1	WP_000689773.1	WP_000689789.1	WP_000689780.1
10	10	0.908	NP_358914.1	WP_000689943.1	WP_000689945.1	WP_000689945.1	WP_000689945.1	WP_000689945.1	WP_000689945.1	WP_000689941.1	WP_000689942.1	WP_000689945.1
8	8	0.788	NP_358533.1	WP_000690676.1	WP_000690676.1	WP_000690676.1	WP_000690676.1	*	WP_000690676.1	WP_000690675.1	WP_000690675.1	*
10	10	0.885	NP_359083.1	WP_000690846.1	WP_000690854.1	WP_000690854.1	WP_000690854.1	WP_000690854.1	WP_000690854.1	WP_000690857.1	WP_000690854.1	WP_000690854.1
10	10	0.899	NP_359319.1	WP_000615767.1	WP_000615767.1	WP_000615767.1	WP_000615767.1	WP_000615767.1	WP_000615767.1	WP_000615767.1	WP_000615767.1	WP_000615767.1
10	10	0.899	NP_358988.1	WP_000609607.1	WP_000609607.1	WP_000609607.1	WP_000609607.1	WP_000609607.1	WP_000609607.1	WP_000609612.1	WP_000609607.1	WP_000609607.1
10	10	0.904	NP_358741.1	WP_000609885.1	WP_000609869.1	WP_000609894.1	WP_000609894.1	WP_000609885.1	WP_000609894.1	WP_000609920.1	WP_000609886.1	WP_000609885.1
10	10	0.9	NP_357650.1	WP_000610749.1	WP_000610745.1	WP_000610746.1	WP_000610745.1	WP_000610745.1	WP_000610745.1	WP_000610745.1	WP_000610745.1	WP_000610745.1
10	10	0.902	NP_359548.1	WP_000185363.1	WP_000185363.1	WP_000185363.1	WP_000185363.1	WP_000185363.1	WP_000185363.1	WP_000610957.1	WP_000185363.1	WP_000185363.1
10	10	0.918	NP_358112.1	WP_000613659.1	WP_000613674.1	WP_000613675.1	WP_000613655.1	WP_000613674.1	WP_000613653.1	WP_000613658.1	WP_000613668.1	WP_000613674.1
10	10	0.906	NP_358607.1	WP_000613699.1	WP_000613700.1	WP_000613700.1	WP_000613691.1	WP_000613700.1	WP_000613700.1	WP_000613700.1	WP_000613699.1	WP_000613700.1
9	9	0.917	NP_357649.1	WP_000614701.1	WP_000614702.1	*	WP_000614685.1	WP_000614701.1	WP_000614703.1	WP_000614701.1	WP_000614707.1	WP_000614701.1
10	10	0.909	NP_357662.1	WP_000614999.1	WP_000614992.1	WP_000614999.1	WP_000615008.1	WP_000614998.1	WP_000614999.1	WP_000615007.1	WP_000615006.1	WP_000614999.1
10	10	0.908	NP_359209.1	WP_000608887.1	WP_000608884.1	WP_000502538.1	WP_000608887.1	WP_000502563.1	WP_000608879.1	WP_000608880.1	WP_000502559.1	WP_000502563.1
10	10	0.896	NP_357630.1	WP_000616166.1	WP_000616164.1	WP_000616164.1	WP_000616164.1	WP_000616166.1	WP_000616164.1	WP_000616157.1	WP_000616164.1	WP_000616166.1
10	10	0.902	NP_357793.1	WP_000616545.1	WP_000616545.1	WP_000616545.1	WP_000616545.1	WP_000616545.1	WP_000616545.1	WP_000616545.1	WP_000616545.1	WP_000616545.1
10	10	0.903	NP_357655.1	WP_000617001.1	WP_000616999.1	WP_000616999.1	WP_000616999.1	WP_000616999.1	WP_000617001.1	WP_000616999.1	WP_000617022.1	WP_000616999.1
10	10	0.9	NP_358398.1	WP_000617845.1	WP_000617845.1	WP_000617849.1	WP_000617843.1	WP_000617835.1	WP_000617843.1	WP_000617829.1	WP_000617845.1	WP_000617843.1
10	10	0.898	NP_359085.1	WP_000619143.1	WP_000619143.1	WP_000619143.1	WP_000619143.1	WP_000619148.1	WP_000619143.1	WP_000619143.1	WP_000619143.1	WP_000619143.1
10	10	0.883	NP_357711.1	WP_000619760.1	WP_000619778.1	WP_024475396.1	WP_000619752.1	WP_000619753.1	WP_000619757.1	WP_000619761.1	WP_000619809.1	WP_000619753.1
10	10	0.893	NP_358102.1	WP_000619941.1	WP_000619950.1	WP_000619933.1	WP_000619941.1	WP_000619939.1	WP_000619951.1	WP_000619945.1	WP_000619950.1	WP_000619939.1
10	10	0.907	NP_357961.1	WP_000622946.1	WP_000622953.1	WP_000622955.1	WP_000622954.1	WP_000622953.1	WP_000622945.1	WP_000622947.1	WP_000622953.1	WP_000622953.1
9	9	0.96	*	WP_000601740.1	WP_000601740.1	WP_000601740.1	WP_000601740.1	WP_000601739.1	WP_000601742.1	WP_000601740.1	WP_000601740.1	WP_000601739.1
10	10	0.904	NP_358418.1	WP_000593576.1	WP_000593568.1	WP_000593565.1	WP_000593565.1	WP_000593571.1	WP_000593564.1	WP_000593574.1	WP_000593574.1	WP_000593571.1
10	10	0.902	NP_358152.1	WP_000594189.1	WP_000594188.1	WP_000594188.1	WP_000594189.1	WP_000594188.1	WP_000594188.1	WP_000594188.1	WP_000594189.1	WP_000594189.1
10	10	0.904	NP_359588.1	WP_000594665.1	WP_000594665.1	WP_000594661.1	WP_000594650.1	WP_000594667.1	WP_000594665.1	WP_000594660.1	WP_000594655.1	WP_000594667.1
10	10	0.903	NP_359487.1	WP_000595180.1	WP_000165892.1	WP_000165887.1	WP_000165893.1	WP_000595182.1	WP_000595182.1	WP_000595180.1	WP_000165892.1	WP_000595182.1
10	10	0.894	NP_359089.1	WP_000595871.1	WP_000595874.1	WP_000595903.1	WP_000595843.1	WP_000595892.1	WP_000595851.1	WP_000595867.1	WP_000595884.1	WP_000595842.1
10	10	0.893	NP_358104.1	WP_000597995.1	WP_000597997.1	WP_000597971.1	WP_000597991.1	WP_000597984.1	WP_000597967.1	WP_000597983.1	WP_000597968.1	WP_000597984.1
10	10	0.902	NP_359602.1	WP_000599104.1	WP_000599106.1	WP_000599107.1	WP_000599104.1	WP_000599104.1	WP_000599107.1	WP_000599105.1	WP_000599107.1	WP_000599104.1
6	6	0.916	NP_357917.1	WP_000600899.1	*	*	*	WP_000600898.1	WP_000600902.1	WP_000600900.1	*	WP_000600909.1
10	10	0.904	NP_357799.1	WP_000624044.1	WP_000624044.1	WP_000624044.1	WP_000624044.1	WP_000624044.1	WP_000624044.1	WP_000624044.1	WP_000624044.1	WP_000624044.1
10	10	0.89	NP_359228.1	WP_000601926.1	WP_000601927.1	WP_000601922.1	WP_000601925.1	WP_000601920.1	WP_000601921.1	WP_000601925.1	WP_000601921.1	WP_000601920.1
10	10	0.847	NP_358419.1	WP_000602452.1	WP_000602452.1	WP_000602451.1	WP_000602451.1	WP_000602451.1	WP_000602448.1	WP_000602446.1	WP_000602446.1	WP_000602451.1
10	10	0.909	NP_359528.1	WP_000603787.1	WP_000603776.1	WP_000603778.1	WP_000603790.1	WP_000603778.1	WP_000603790.1	WP_000603780.1	WP_000603780.1	WP_000603778.1
10	10	0.899	NP_358667.1	WP_000604272.1	WP_000604279.1	WP_000604273.1	WP_000604269.1	WP_000604294.1	WP_000604272.1	WP_000604268.1	WP_000604272.1	WP_000604294.1
7	7	0.57	*	WP_001812968.1	*	WP_001812968.1	*	WP_001812968.1	WP_001812968.1	WP_000604885.1	WP_001812968.1	WP_001812968.1
10	10	0.901	NP_358711.1	WP_000607031.1	WP_000607035.1	WP_000607027.1	WP_000607034.1	WP_000610410.1	WP_000607028.1	WP_000607035.1	WP_000607027.1	WP_000610410.1
10	10	0.899	NP_359065.2	WP_000608365.1	WP_000608349.1	WP_000608358.1	WP_000608339.1	WP_000608349.1	WP_000608349.1	WP_000608330.1	WP_000608356.1	WP_000608349.1
7	7	0.914	NP_358534.1	WP_000608805.1	WP_000608805.1	WP_000608805.1	WP_000608805.1	*	WP_000608805.1	WP_000608805.1	*	*
10	10	0.912	NP_359596.1	WP_000647661.1	WP_000647692.1	WP_000647661.1	WP_000647664.1	WP_000647661.1	WP_000647690.1	WP_000647661.1	WP_000647661.1	WP_000647661.1
10	10	0.872	NP_358710.1	WP_000639832.1	WP_000639841.1	WP_000639842.1	WP_000639831.1	WP_000639833.1	WP_000639842.1	WP_000639831.1	WP_000639840.1	WP_000639833.1
10	10	0.903	NP_359543.1	WP_000640493.1	WP_000640519.1	WP_000640057.1	WP_000640492.1	WP_000640540.1	WP_000640520.1	WP_000640505.1	WP_000640509.1	WP_000640540.1
10	10	0.903	NP_358373.1	WP_000640779.1	WP_000640786.1	WP_000640779.1	WP_000640779.1	WP_000640785.1	WP_000640786.1	WP_000640787.1	WP_000640782.1	WP_000640785.1
10	10	0.898	NP_358496.1	WP_000377663.1	WP_000844837.1	WP_000377663.1	WP_000377663.1	WP_000642281.1	WP_000377663.1	WP_000642277.1	WP_000377663.1	WP_000642281.1
10	10	0.908	NP_359350.1	WP_000642701.1	WP_000642705.1	WP_000642709.1	WP_000642709.1	WP_000642704.1	WP_000642704.1	WP_000642704.1	WP_000642711.1	WP_000642704.1
10	10	0.901	NP_358738.1	WP_000643970.1	WP_000643970.1	WP_000643971.1	WP_000643975.1	WP_000643970.1	WP_000643970.1	WP_000643970.1	WP_000643970.1	WP_000643970.1
10	10	0.899	NP_357811.2	WP_000644124.1	WP_000644124.1	WP_000644124.1	WP_000644124.1	WP_000644124.1	WP_000644124.1	WP_000644117.1	WP_000644124.1	WP_000644124.1
10	10	0.909	NP_359264.1	WP_000645106.1	WP_000645106.1	WP_000645106.1	WP_000645114.1	WP_000645114.1	WP_000645099.1	WP_000645114.1	WP_000645103.1	WP_000645106.1
10	10	0.895	NP_358595.1	WP_000639657.1	WP_000639662.1	WP_000639662.1	WP_000639668.1	WP_000639664.1	WP_000639662.1	WP_000639663.1	WP_000639662.1	WP_000639664.1
10	10	0.912	NP_359133.1	WP_000648075.1	WP_000648087.1	WP_000648075.1	WP_000648075.1	WP_000648103.1	WP_000648077.1	WP_000648076.1	WP_000648087.1	WP_000648075.1
10	10	0.899	NP_357856.1	WP_000649161.1	WP_000649164.1	WP_000649158.1	WP_000649156.1	WP_000649155.1	WP_000649161.1	WP_000649163.1	WP_000649161.1	WP_000649170.1
10	10	0.901	NP_357659.1	WP_000649427.1	WP_000649434.1	WP_000649422.1	WP_000649425.1	WP_000649431.1	WP_000649428.1	WP_000649425.1	WP_000649422.1	WP_000649431.1
10	10	0.902	NP_359457.1	WP_000649468.1	WP_000649465.1	WP_000649468.1	WP_000649471.1	WP_000649468.1	WP_000649468.1	WP_000649468.1	WP_000649468.1	WP_000649468.1
10	10	0.906	NP_359603.1	WP_000649974.1	WP_000649971.1	WP_000649970.1	WP_000649974.1	WP_000649968.1	WP_000649971.1	WP_000649978.1	WP_000649968.1	WP_000649968.1
9	9	0.918	NP_359258.1	WP_000651214.1	WP_000651213.1	WP_000651214.1	WP_000651211.1	WP_000651214.1	WP_000651215.1	WP_000651211.1	*	WP_000651214.1
10	10	0.9	NP_358592.1	WP_000653405.1	WP_000653403.1	WP_000653403.1	WP_000653403.1	WP_000653403.1	WP_000653403.1	WP_000653403.1	WP_000653403.1	WP_000653403.1
5	5	0.62	*	*	WP_000656700.1	*	WP_000653476.1	*	WP_000653465.1	WP_000653463.1	WP_000653449.1	*
10	10	0.901	NP_358586.1	WP_000631543.1	WP_000631543.1	WP_000631543.1	WP_000631543.1	WP_000631543.1	WP_000631543.1	WP_000631549.1	WP_000631538.1	WP_000631543.1
10	10	0.914	NP_359056.1	WP_000624089.1	WP_000624092.1	WP_000624092.1	WP_000624060.1	WP_000624092.1	WP_000624069.1	WP_000624092.1	WP_000624091.1	WP_000624092.1
10	10	0.908	NP_358128.1	WP_000624338.1	WP_000624340.1	WP_000624330.1	WP_000624331.1	WP_000624333.1	WP_041864723.1	WP_000624336.1	WP_000624328.1	WP_000624342.1
10	10	0.897	NP_358261.1	WP_000625533.1	WP_000625536.1	WP_000625537.1	WP_000625536.1	WP_000625538.1	WP_000625537.1	WP_000625534.1	WP_000625536.1	WP_000625538.1
10	10	0.904	NP_358690.1	WP_000254797.1	WP_000254793.1	WP_000254794.1	WP_000254796.1	WP_000254797.1	WP_000625732.1	WP_000625732.1	WP_000625730.1	WP_000254797.1
10	10	0.901	NP_358384.1	WP_000627748.1	WP_000627743.1	WP_000627748.1	WP_000627748.1	WP_000627748.1	WP_000627748.1	WP_000627739.1	WP_000627748.1	WP_000627748.1
10	10	0.84	NP_357831.1	WP_000628392.1	WP_000628392.1	WP_000628392.1	WP_000628392.1	WP_000628384.1	WP_000628384.1	WP_000628407.1	WP_000628392.1	WP_000628384.1
10	10	0.908	NP_358349.1	WP_000628789.1	WP_000628789.1	WP_000628789.1	WP_000628789.1	WP_000628801.1	WP_000628791.1	WP_000628789.1	WP_000628787.1	WP_000628801.1
10	10	0.903	NP_358855.1	WP_000631259.1	WP_000631259.1	WP_000631259.1	WP_000631260.1	WP_000631259.1	WP_000631259.1	WP_000631259.1	WP_000631259.1	WP_000631259.1
6	6	0.952	*	*	WP_000877381.1	WP_000877381.1	WP_000877381.1	*	WP_000877378.1	WP_000877381.1	WP_000877378.1	*
10	10	0.9	NP_358514.2	WP_000632720.1	WP_012677133.1	WP_000632758.1	WP_000632726.1	WP_000632715.1	WP_000632715.1	WP_000632771.1	WP_000632719.1	WP_000632715.1
10	10	0.892	NP_359129.1	WP_000634925.1	WP_000634954.1	WP_000634957.1	WP_000634969.1	WP_000634961.1	WP_000634928.1	WP_000634917.1	WP_000634948.1	WP_000634920.1
10	10	0.903	NP_359134.1	WP_000635008.1	WP_000635008.1	WP_000635008.1	WP_000635008.1	WP_000635008.1	WP_000635008.1	WP_000635008.1	WP_000635008.1	WP_000635008.1
10	10	0.582	NP_357865.1	WP_001044624.1	WP_001044624.1	WP_001044624.1	WP_001044624.1	WP_001044624.1	WP_001044624.1	WP_000635414.1	WP_001044624.1	WP_001044624.1
10	10	0.901	NP_358570.1	WP_000637234.1	WP_000637234.1	WP_000637234.1	WP_000637238.1	WP_000637234.1	WP_000637233.1	WP_000637243.1	WP_000637234.1	WP_000637234.1
10	10	0.901	NP_358742.1	WP_000638508.1	WP_000638502.1	WP_000638502.1	WP_000638502.1	WP_000638502.1	WP_000638504.1	WP_000638502.1	WP_000638503.1	WP_000638502.1
10	10	0.892	NP_358377.1	WP_000638907.1	WP_000638995.1	WP_000638997.1	WP_000638997.1	WP_000638922.1	WP_000638953.1	WP_000638925.1	WP_000638907.1	WP_000638922.1
10	10	0.908	NP_357720.1	WP_000639589.1	WP_000639589.1	WP_000639577.1	WP_000639574.1	WP_000639589.1	WP_000639579.1	WP_000639577.1	WP_000639577.1	WP_000639589.1
5	5	0.132	*	WP_001812176.1	WP_001860448.1	*	WP_000087497.1	*	WP_025170788.1	*	WP_001812176.1	*
10	19	0.106	NP_358312.1,NP_358238.1	WP_000283930.1,WP_000283960.1,WP_000283933.1	WP_000283932.1,WP_001847356.1,WP_000283964.1	WP_001815728.1	WP_001845032.1,WP_001847356.1	WP_000283941.1,WP_000283967.1	WP_000283931.1,WP_001842075.1	WP_001814203.1	WP_001814203.1	WP_000283941.1,WP_000283970.1
9	15	0.104	NP_359313.1	WP_000436473.1	WP_000436399.1	WP_000436237.1	*	WP_000400092.1	WP_000436201.1,WP_000436261.1,WP_000436543.1,WP_000436627.1,WP_001842126.1,WP_000400090.1	WP_000436280.1	WP_000436322.1,WP_000436244.1	WP_000400092.1
10	18	0.129	NP_358891.1	WP_000152348.1	WP_000152349.1,WP_000152343.1,WP_000152354.1	WP_000152348.1,WP_000973420.1,WP_000152337.1	WP_000586654.1	WP_000586654.1,WP_000973416.1	WP_000586654.1	WP_000152337.1,WP_000973007.1,WP_000586643.1	WP_000973416.1	WP_000586654.1,WP_000973416.1
10	10	0.0519	NP_357729.1	WP_001200044.1	WP_015898745.1	WP_001810713.1	WP_001810713.1	WP_001811656.1	WP_001200043.1	WP_001200042.1	WP_001810713.1	WP_001811656.1
10	25	0.108	NP_358311.1,NP_358239.1	WP_010976475.1,WP_000215359.1,WP_000215356.1,WP_000215502.1	WP_000215352.1,WP_000520517.1,WP_041170991.1	WP_000151188.1,WP_000520521.1	WP_000215342.1,WP_000215338.1,WP_025169390.1,WP_000520515.1	WP_001816316.1,WP_000215732.1	WP_000215341.1,WP_001816316.1,WP_000151462.1	WP_000215367.1,WP_012512665.1	WP_000151189.1	WP_001816316.1,WP_000215732.1
10	31	0.107	NP_359039.1	WP_010976589.1,WP_001816332.1,WP_001856233.1	WP_000134471.1,WP_000134487.1,WP_012677145.1,WP_015898746.1	WP_000134438.1,WP_000134387.1,WP_001827196.1	WP_001844562.1,WP_001845052.1	WP_000134506.1,WP_000134512.1,WP_001816498.1,WP_000134399.1	WP_000134521.1,WP_000134375.1,WP_000134498.1,WP_001816332.1	WP_000134490.1,WP_000134390.1	WP_000134444.1,WP_001811988.1,WP_001813839.1	WP_000134505.1,WP_000134443.1,WP_000134506.1,WP_001816498.1,WP_000134512.1
2	3	0.331	*	WP_001810965.1	*	*	*	*	WP_001810965.1,WP_049754815.1	*	*	*
3	3	0.327	*	*	*	*	WP_001829148.1	WP_000335289.1	*	*	*	WP_001189278.1
6	9	0.247	NP_357919.1,NP_358887.1	WP_000248706.1,WP_000245730.1	WP_000245766.1	WP_000245729.1	WP_000245734.1,WP_000245742.1	*	WP_000245757.1	*	*	*
6	6	0.0971	*	*	*	WP_000371189.1	WP_016398428.1	WP_001809453.1	*	WP_000443819.1	WP_001809453.1	WP_001809453.1
8	8	0.152	NP_358801.1	WP_001808804.1	WP_000394733.1	WP_000394733.1	WP_000645890.1	*	WP_000645884.1	WP_001826583.1	WP_000645887.1	*
10	11	0.154	NP_358175.1	WP_000473008.1	WP_000472992.1	WP_000054793.1	WP_000054793.1	WP_000473000.1	WP_000472977.1	WP_000472974.1,WP_000054777.1	WP_000054798.1	WP_000473000.1
8	9	0.183	NP_357945.1	WP_000771073.1	WP_000765211.1	WP_000771080.1,WP_000771134.1	*	WP_000771128.1	WP_000771077.1	*	WP_000771053.1	WP_000771129.1
5	5	0.333	*	WP_001811306.1	*	*	WP_001836040.1	WP_001811306.1	WP_001810011.1	*	*	WP_001811306.1
7	15	0.418	*	WP_000436421.1	WP_000436266.1,WP_000436539.1	WP_000436329.1,WP_000436392.1,WP_000436449.1,WP_000436618.1	WP_000436286.1,WP_000436427.1,WP_000436484.1	WP_000436422.1,WP_000436365.1	*	*	WP_000436406.1	WP_000436361.1,WP_000436573.1
4	4	0.458	*	*	*	WP_001820333.1	*	WP_001816466.1	*	WP_000520521.1	*	WP_001816466.1
6	7	0.422	*	*	WP_000892900.1	WP_000892912.1	WP_000892903.1,WP_000892926.1	*	WP_000636843.1	WP_001812176.1	WP_000892918.1	*
4	6	0.637	*	*	WP_001155351.1	WP_001155337.1,WP_012677032.1	*	*	WP_001155321.1	*	WP_001155321.1,WP_001155347.1	*
10	10	0.227	NP_359607.1	WP_000523997.1	WP_000523993.1	WP_000524000.1	WP_000523997.1	WP_000523997.1	WP_000927991.1	WP_033627152.1	WP_000523997.1	WP_000523997.1
